aas;

PHE;77
GLY;28
CYS;6
ARG;34
MET;16
GLU;36
ALA;105
SER;66
VAL;91
ASP;64
TRP;14
HIS;100
LEU;144
GLN;9
TYR;36
PRO;49
THR;63
ASN;32
LYS;99
