aas;

PHE;297
GLY;128
CYS;48
ARG;198
ILE;176
MET;168
GLU;423
ALA;190
SER;204
VAL;217
ASP;265
TRP;280
HIS;160
LEU;480
GLN;270
TYR;336
PRO;189
THR;224
ASN;312
LYS;306
